36.836694,-76.023717,
42.07018,-87.989719,
38.14624,-79.075599,
38.069935,-78.508783,
41.303768,-73.498376,
38.385029,-78.996646,
38.841108,-78.599311,
38.93142,-77.400649,
39.13585,-76.861868,
38.421965,-78.87227,
39.04231,-77.047962,
39.748539,-75.332887,
38.09627,-78.699609,
38.89532,-77.162469,
38.4046,-78.614869,
37.113421,-76.51166,
39.0469,-76.496669,
36.760873,-76.071975,
38.910374,-77.512587,
37.555992,-77.488608,
39.11486,-77.238489,
38.674255,-77.30958,
37.290321,-80.074079,
37.625491,-77.49562,
41.29715,-73.791292,
38.904431,-77.126062,
36.689565,-76.233167,
39.968979,-74.79713,
39.041592,-77.485162,
38.666468,-78.656969,
38.674255,-77.30958,
38.331498,-77.77509,
38.65819,-78.466379,
36.689565,-76.233167,
38.270741,-77.557474,
36.860459,-76.001324,
38.421965,-78.87227,
37.58007,-77.52211,
38.292382,-77.17216,
36.836694,-76.023717,
36.834305,-76.092159,
42.86148,-77.29391,
38.78934,-77.279609,
37.352534,-79.220415,
38.847977,-77.44692,
38.185827,-77.64037,
36.760873,-76.071975,
39.142994,-77.184848,
38.997895,-77.51829,
39.15855,-76.627549,
39.011916,-77.394632,
39.82978,-77.221829,
38.613729,-78.798017,
38.848467,-77.334439,
39.14585,-77.718809,
38.122965,-76.764459,
38.47963,-78.870149,
37.2712,-77.400119,
36.579907,-79.445228,
37.951741,-77.769226,
37.544331,-77.067988,
37.74718,-77.475619,
36.829024,-81.531314,
38.083108,-77.665138,
38.927347,-78.175368,
39.233807,-78.192071,
38.448989,-77.403289,
37.74718,-77.475619,
38.421965,-78.87227,
40.658197,-74.644904,
39.272419,-76.864984,
39.0469,-76.496669,
40.337557,-74.042646,
38.884478,-77.140386,
38.97817,-77.347479,
39.0024,-77.30653,
37.58007,-77.52211,
38.470483,-78.007442,
39.120524,-77.525114,
38.74528,-77.235193,
38.83087,-77.213109,
38.421965,-78.87227,
37.338672,-79.947222,
35.103979,-77.017766,
38.421965,-78.87227,
38.93644,-77.222889,
39.041592,-77.485162,
39.13721,-77.663619,
38.24313,-77.468858,
38.64495,-77.634948,
37.057821,-76.294495,
38.88758,-77.436194,
38.64199,-77.347999,
39.25474,-76.802549,
38.74528,-77.235193,
37.113961,-76.436656,
38.927347,-78.175368,
40.951167,-72.831168,
37.22455,-80.017889,
38.93142,-77.400649,
38.884478,-77.140386,
38.68066,-77.430172,
38.7953,-77.726539,
36.88733,-76.14464,
40.876531,-73.827928,
38.896172,-77.288606,
38.589387,-78.011097,
40.208845,-75.659118,
38.421965,-78.87227,
36.689565,-76.233167,
39.399098,-76.962744,
37.231313,-80.422582,
36.88733,-76.14464,
38.776336,-77.232353,
37.113961,-76.436656,
37.25557,-76.703563,
37.719869,-76.35946,
37.782878,-80.01281,
38.421965,-78.87227,
38.674255,-77.30958,
37.68779,-77.563467,
34.182094,-83.90135,
38.904431,-77.126062,
37.71795,-75.664483,
36.760873,-76.071975,
36.691858,-79.868743,
40.938351,-74.661401,
39.399098,-76.962744,
39.11486,-77.238489,
37.25557,-76.703563,
40.023331,-75.718136,
40.6304,-74.886879,
38.826568,-77.439248,
38.84896,-77.139999,
36.860459,-76.001324,
38.848467,-77.334439,
38.15573,-78.482839,
38.15573,-78.482839
